"<ID>";"N0 être V-n";"N1 V W";"N2 V N1";"<ENT>Ppv";"Ppv =: se figé";"Ppv =: le figé";"<ENT>V";"Aux =: avoir";"Aux =: être";"dé-V";"N1 =: Nhum";"N0 lui V N1pc W";"N0 V N1 Loc N1pc W";"N0 V N0pc W";"N1 =: N-hum";"N1 =: le fait Qu P";"N1 être V-n";"Ppv =: le";"N0 V N1";"Prép2";"N2 =: Nhum";"N2 =: N-hum";"N2 =: le fait Qu P";"N2 être V-n";"N2 =: Npl obl";"Ppv =: y";"Ppv =: en";"N0 V Prép N2";"N1 être Vpp W";"N0 V N2 (E+Loc N1)";"N0 être V-n (forme V-n)";"N1 être V-n (forme V-n)";"N2 être V-n (forme V-n)";"<OPT>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"55";"~";"~";"~";"<E>";"-";"-";"compromettre";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"dans";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On a compromis Max dans cette affaire"
"56";"-";"+";"-";"<E>";"-";"-";"compter";"+";"-";"+";"+";"-";"-";"-";"+";"+";"-";"+";"-";"parmi";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max compte Luc parmi ses amis"
"57";"-";"+";"-";"<E>";"-";"-";"compter";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"pour";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max compte Luc pour une voix"
"58";"-";"-";"-";"<E>";"-";"-";"concevoir";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"comme";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max conçoit le travail comme une nécessité"
"59";"-";"-";"-";"<E>";"-";"-";"conclure";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"avec";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"<E>";"Max a conclu un accord avec Luc"
"60";"-";"-";"+";"<E>";"-";"-";"conclure";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"conclusion";"Max conclut son texte par une citation"
"61";"-";"-";"+";"<E>";"-";"-";"concrétiser";"+";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"par";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Les événements concrétisent son rêve par un prix"
"62";"-";"-";"-";"<E>";"-";"-";"confesser";"+";"-";"-";"+";"-";"-";"-";"-";"-";"-";"+";"+";"de";"-";"+";"+";"-";"-";"-";"+";"-";"-";"+";"<E>";"<E>";"<E>";"Max confesse Luc de ses fautes"
"63";"~";"~";"~";"<E>";"-";"-";"conquérir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Les Bataves ont conquis des terres sur la mer"
"64";"-";"-";"-";"<E>";"-";"-";"considérer";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"-";"comme";"+";"+";"-";"-";"+";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max considère Luc comme incompétent"
"65";"-";"-";"+";"<E>";"-";"-";"constituer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"de";"-";"+";"-";"-";"+";"-";"+";"-";"+";"-";"<E>";"<E>";"<E>";"Max a constitué son livre de 3 parties"
"66";"~";"~";"~";"<E>";"-";"-";"contingenter";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max contingente les hommes en lait"
"67";"-";"+";"+";"<E>";"-";"-";"continuer";"+";"-";"-";"-";"+";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"+";"+";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"?";"Max continue son discours par un exemple"
"68";"-";"-";"+";"<E>";"-";"-";"contrebalancer";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"par";"+";"+";"+";"-";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"<E>";"On contrebalance les dépenses par des recettes nouvelles"
"69";"-";"-";"-";"<E>";"-";"-";"convertir";"+";"-";"-";"+";"+";"-";"-";"+";"+";"-";"+";"-";"en";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max convertit son argent en or"
"70";"-";"-";"-";"<E>";"-";"-";"copier";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"sur";"+";"+";"-";"-";"-";"+";"-";"+";"+";"+";"<E>";"copie";"<E>";"Max copie son devoir sur celui de Luc"
"71";"~";"~";"~";"<E>";"-";"-";"coter";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a coté ces travaux sur 20"
"72";"~";"~";"~";"<E>";"-";"-";"couvrir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"contre";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"L'assurance couvre Luc contre le vol"
"73";"-";"-";"-";"<E>";"-";"-";"cultiver";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"en";"-";"+";"-";"-";"-";"-";"-";"-";"-";"+";"<E>";"<E>";"<E>";"Max cultive son champ en blé"
"74";"~";"~";"~";"<E>";"-";"-";"débouter";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"+";"~";"~";"~";"<E>";"<E>";"<E>";"Max a débouté Luc de sa plainte"
"75";"-";"+";"+";"<E>";"-";"-";"débuter";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"-";"+";"-";"-";"-";"+";"+";"-";"<E>";"<E>";"début";"Max débute son repas par un oeuf"
"76";"-";"-";"-";"<E>";"-";"-";"décalquer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"-";"sur";"+";"+";"-";"-";"-";"+";"-";"-";"+";"-";"<E>";"calque";"<E>";"Ce croquis est décalqué de celui-ci"
"77";"-";"-";"-";"<E>";"-";"-";"décharger";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"sur";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max décharge son fusil sur Luc"
"78";"~";"~";"~";"<E>";"-";"-";"déconsidérer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"auprès de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Qu'Ida vienne déconsidère Luc auprès de Max"
"79";"-";"-";"-";"<E>";"-";"-";"défendre";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"devant";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a défendu Luc devant le tribunal"
"80";"~";"~";"~";"<E>";"-";"-";"définir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"comme";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Paul définit Marie comme une harpie"
"81";"-";"-";"+";"<E>";"-";"-";"définir";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"par";"-";"+";"+";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Paul définit Marie par trois traits"
"82";"~";"~";"~";"<E>";"-";"-";"déguiser";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a déguisé Luc en clown(E+pour aller à la fête)"
"83";"~";"~";"~";"<E>";"-";"-";"demander";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Paul demande un prix élevé de ce tableau"
"84";"~";"~";"~";"<E>";"-";"-";"demander";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"pour";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Paul demande un prix élevé pour ce tableau"
"85";"~";"~";"~";"se";"-";"-";"démarquer";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Paul se démarque de ses collègues(E+par ces détails)"
"86";"~";"~";"~";"<E>";"-";"-";"démarrer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"par";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max démarre son discours par une citation"
"87";"-";"+";"-";"<E>";"-";"-";"déprécier";"+";"-";"-";"+";"-";"-";"-";"+";"+";"-";"+";"+";"auprès de";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Cela déprécie les talents de Luc auprès de Max"
"88";"~";"~";"~";"<E>";"-";"-";"dériver";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On dérive cet adverbe d'un mot latin"
"89";"-";"-";"+";"<E>";"-";"-";"désigner";"+";"-";"-";"+";"-";"-";"-";"+";"-";"-";"+";"-";"par";"-";"+";"-";"-";"-";"-";"-";"-";"+";"-";"<E>";"<E>";"<E>";"Max désigne (cette machine+cet ensemble)par une lettre"
"90";"~";"~";"~";"<E>";"-";"-";"desservir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Ceci dessert Paul auprès du patron"
"91";"~";"~";"~";"<E>";"-";"-";"desservir";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Cette usine dessert la région en électricité"
"92";"~";"~";"~";"<E>";"-";"-";"détourner";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"sur";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a détourné la conversation sur un sujet"
"93";"~";"~";"~";"<E>";"-";"-";"dévoyer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"On a dévoyé ce mot de son sens"
"94";"~";"~";"~";"<E>";"-";"-";"diminuer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max a diminué Luc auprès de ses amis"
"95";"~";"~";"~";"<E>";"-";"-";"discréditer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"auprès de";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Qu'il parte discrédite Max auprès de Luc"
"96";"-";"-";"-";"<E>";"-";"-";"disputer";"+";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"+";"avec";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"<E>";"<E>";"<E>";"Max a disputé un match de boxe avec Luc"
"97";"~";"~";"~";"le";"-";"+";"disputer";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"en";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"<E>";"<E>";"<E>";"Max le dispute en bêtise à Luc"
