"<ID>";"<ENT>Ppv";"Ppv =: se figé";"Ppv =: en figé";"<ENT>V";"Aux =: avoir";"Aux =: être";"N0 être Vpp";"N0 V";"N0 être Vpp W";"N0 V V0-inf W";"Tp = Tc";"Vc =: avoir";"Vc =: être";"Vc =: devoir";"Vc =: pouvoir";"Vc =: savoir";"Vc =: vouloir";"Vc =: aimer";"où N0 V-il ?";"Prép V0-inf W = Ppv";"Loc N1 = ici";"Loc N1 = là";"Loc N1 =: à N1";"Loc N1 =: dans N1";"Loc N1 =: de N1";"Loc N1 =: de V0-inf W";"<OPT>";"<ENGLISH>";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"11";"<E>";"-";"-";"aponter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Le pilote aponte faire le plein";"?"
"12";"<E>";"-";"-";"appareiller";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"+";"-";"Le croiseur appareille retrouver l'escadre";"to cast off"
"13";"s'";"+";"-";"approcher";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"Max s'approche de la barrière voir le défilé";"to get closer"
"14";"s'";"+";"-";"arrêter";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max s'arrête boire un coup";"to stop"
"15";"<E>";"-";"-";"arriver";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"Max arrive prendre le pain";"to come"
"16";"<E>";"-";"-";"atterrir";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max atterrit retrouver ses amis";"to land"
"17";"s'";"+";"-";"avancer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'avance embrasser Luc";"to move forward"
"18";"<E>";"-";"-";"avancer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max avance retrouver Luc";"to move forward"
"19";"s'";"+";"-";"aventurer";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max s'aventure dans le bois chercher du gibier";"?"
"20";"se";"+";"-";"baisser";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max se baisse ramasser la pièce";"?"
"21";"se";"+";"-";"balader";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Paul se balade regarder les vitrines";"to have a walk"
"22";"se";"+";"-";"barrer";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max se barre retrouver Ida";"?"
"23";"<E>";"-";"-";"bomber";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max a bombé retrouver Ida";"to belt along"
"24";"<E>";"-";"-";"bondir";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max bondit retrouver Luc";"to jump"
"25";"<E>";"-";"-";"bouler";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max boula se mettre à l'abri";"to roll along"
"26";"<E>";"-";"-";"calter";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max a calté prévenir Paulo";"?"
"27";"se";"+";"-";"calter";"-";"+";"+";"+";"+";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max se calte voir Ida";"?"
"28";"se";"+";"-";"carapater";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max se carapate retrouver Ida";"?"
"29";"se";"+";"-";"casser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'est cassé retrouver Ida";"?"
"30";"se";"+";"-";"cavaler";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max se cavale retrouver Ida";"?"
"31";"<E>";"-";"-";"cavaler";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max cavale retrouver Ida";"?"
"32";"<E>";"-";"-";"clopiner";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"+";"+";"-";"Max clopine retrouver Luc";"to hobble"
"33";"<E>";"-";"-";"converger";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Nos amis convergent nous retrouver";"to focus on"
"34";"<E>";"-";"-";"couler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"-";"Le scaphandrier coule retrouver son équipe";"to sink"
"35";"<E>";"-";"-";"courir";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max court voir Luc";"to run"
"36";"<E>";"-";"-";"crawler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"Max crawle retrouver ses amis";"to crawl"
"37";"<E>";"-";"-";"débarquer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max a débarqué chercher son fils";"to come"
"38";"se";"+";"-";"débiner";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max se débine retrouver Ida";"?"
"39";"<E>";"-";"-";"débouler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max déboule discuter avec Luc";"to come"
"40";"<E>";"-";"-";"décamper";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"+";"Max décampe voir Ida";"to clear off"
"41";"<E>";"-";"-";"décaniller";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max décanille voir Ida";"to clear off"
"42";"<E>";"-";"-";"décarrer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max a décarré de(chez lui+la pièce)";"to clear off"
"43";"<E>";"-";"-";"décoller";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"-";"Max décolle chercher du secours";"to take off"
"44";"<E>";"-";"-";"décrocher";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"+";"+";"La patrouille décroche retrouver le gros de la troupe";"to pull back"
"45";"<E>";"-";"-";"déferler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Les hordes déferlent piller le pays";"to surge"
"46";"<E>";"-";"-";"défiler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Le public défile regarder le corps";"to file"
"47";"se";"+";"-";"dégager";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Le coureur se dégage du peloton retrouver son leader";"?"
"48";"<E>";"-";"-";"dégringoler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max dégringole (E+les escaliers)retrouver ses amis";"to tumble down"
"49";"<E>";"-";"-";"déguerpir";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max déguerpit retrouver ses amis";"to clear off"
"50";"<E>";"-";"-";"démarrer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"Max démarre retrouver ses amis";"to start up";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"51";"<E>";"-";"-";"déménager";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max déménage de Lille à Paris retrouver sa famille";"to move"
"52";"<E>";"-";"-";"demeurer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"-";"Max demeure dormir";"to remain"
"53";"se";"+";"-";"déplacer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"+";"-";"Max se déplace voir Ted";"to move"
"54";"se";"+";"-";"déployer";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Les troupes se déploient occuper la vallée";"?"
"55";"<E>";"-";"-";"déquiller";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Paulo a déquillé d'ici";"?"
"56";"se";"-";"-";"déranger";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"+";"-";"Max se dérange voir Luc";"?"
"57";"<E>";"-";"-";"descendre";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Max est descendu voir Luc";"to come down";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"58";"<E>";"-";"-";"détaler";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max détale retrouver sa mère";"to clear off"
"59";"se";"+";"-";"diriger";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"+";"+";"-";"-";"Max se dirige retrouver Ida";"?"
"60";"<E>";"-";"-";"disparaître";"+";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max a disparu retrouver Luc dans sa chambre";"to disappear"
"61";"se";"+";"-";"disperser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"La foule se disperse répandre la nouvelle";"?"
"62";"<E>";"-";"-";"droper";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max drope (chercher du pain+vers la sortie)";"?"
"63";"<E>";"-";"-";"dropper";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max droppe (chercher du pain+vers la sortie)";"?"
"64";"s'";"+";"-";"échapper";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"-";"+";"+";"+";"Max s'échappe retrouver Ida";"to escape"
"65";"s'";"+";"-";"éclipser";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max s'éclipse voir Ida";"?"
"66";"s'";"+";"-";"écouler";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"La foule s'écoulait du stade remplir les rues";"?"
"67";"s'";"+";"-";"égailler";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"La foule s'égaille toucher ses paris";"?"
"68";"s'";"+";"-";"élancer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"Max s'élance (chercher+récupérer)un blessé";"?"
"69";"s'";"+";"-";"éloigner";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'éloigne pisser";"?"
"70";"<E>";"-";"-";"émerger";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Némo émerge respirer un coup";"to emerge"
"71";"<E>";"-";"-";"émigrer";"+";"-";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max émigre chercher du travail";"to emigrate"
"72";"s'";"+";"-";"enfermer";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'enferme dans sa maison quand il pleut";"?"
"73";"s'";"+";"-";"enfiler";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"Max s'enfile dans la tranchée chercher Luc";"?"
"74";"s'";"+";"-";"enfoncer";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"Max s'enfonce dans le bois chercher des cèpes";"?"
"75";"s'";"+";"-";"enfourner";"-";"+";"-";"-";"-";"-";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"(La foule+Max) s'enfourne dans le tunnel chercher Luc";"?"
"76";"s'";"+";"-";"enfuir";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'enfuit prévenir Ida";"?"
"77";"s'";"+";"-";"engager";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"-";"+";"-";"+";"-";"-";"La troupe s'engage dans le défilé vérifier s'il y a des ennemis";"?"
"78";"s'";"+";"-";"engouffrer";"-";"+";"+";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"-";"+";"-";"-";"Max s'engouffre dans la cave chercher du vin";"?"
"79";"s'";"+";"-";"entasser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"La foule s'entasse regarder le show";"?"
"80";"<E>";"-";"-";"entrer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max entre chercher Ida";"to come in"
"81";"s'";"+";"-";"envoler";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max s'envole rejoindre Luc";"?"
"82";"s'";"+";"-";"éparpiller";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"-";"-";"-";"+";"+";"+";"-";"La foule s'éparpille dans les rues";"?"
"83";"s'";"+";"-";"esbigner";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est esbigné chercher du vin";"?"
"84";"s'";"+";"-";"esquiver";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'esquive chercher du vin";"?"
"85";"s'";"+";"-";"évader";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"-";"+";"+";"-";"Max s'évade de la prison retrouver Ida";"?"
"86";"s'";"+";"-";"évanouir";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'est évanoui dans la nature retrouver Ida";"?"
"87";"s'";"+";"-";"évaporer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'est évaporé dans la nature retrouver ses complices";"?"
"88";"s'";"+";"-";"expatrier";"-";"+";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max s'est expatrié chercher fortune en Amérique";"?"
"89";"se";"+";"-";"faufiler";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max se faufile hors de la maison prévenir ses copains";"?"
"90";"<E>";"-";"-";"filer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max file chercher du pain";"to go off"
"91";"<E>";"-";"-";"foncer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max fonce dans le jardin chercher ses copains";"to charge"
"92";"<E>";"-";"-";"fuir";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"+";"+";"+";"+";"-";"Max fuit prévenir ses copains";"to run away"
"93";"<E>";"-";"-";"galoper";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"-";"Le cheval galope ";"to gallop"
"94";"<E>";"-";"-";"galoper";"+";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max galope prévenir ses amis";"to gallop"
"95";"<E>";"-";"-";"gicler";"+";"-";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Paul a giclé prévenir ses copains";"?"
"96";"<E>";"-";"-";"glisser";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max glisse dans la vallée retrouver ses amis";"to slide"
"97";"se";"+";"-";"glisser";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"Max se glisse hors de la maison prévenir ses copains";"?"
"98";"<E>";"-";"-";"godiller";"+";"-";"~";"~";"~";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max godille prévenir ses amis";"to scull"
"99";"<E>";"-";"-";"godiller";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"+";"Le skieur godille prévenir ses amis";"to wedeln"
"100";"<E>";"-";"-";"immigrer";"+";"-";"+";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Bob immigre en france travailler dans le bâtiment";"to immigrate"
"101";"s'";"+";"-";"insinuer";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"Max s'insinue dans la grotte prévenir ses amis";"?"
"102";"s'";"+";"-";"installer";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"-";"-";"Max s'installe surveiller la porte";"?"
"103";"s'";"+";"-";"introduire";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Paul s'introduit dans la pièce surveiller la conversation";"?"
"104";"se";"+";"-";"jeter";"-";"+";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"-";"-";"Max se jette dans la rivière secourir Luc";"?"
"105";"se";"+";"-";"lever";"-";"+";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"~";"Max s'est levé de sa chaise prendre le livre";"?"
"106";"<E>";"-";"-";"migrer";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Les oies migrent retrouver le soleil";"to migrate"
"107";"<E>";"-";"-";"monter";"-";"+";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"+";"+";"+";"+";"+";"-";"Max est monté (voir Luc+dans sa chambre)";"?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"108";"<E>";"-";"-";"nageoter";"+";"-";"-";"+";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"Max nageote jusqu'au ponton";"?";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
